Company,Strategy,Investment Approach,AUM (INR Cr.),1 Month,3 Month,6 Month,1 Year,2 Year,3 Year,4 Year,5 Year,Since Inception
Paterson Securities Private Ltd INP000005422,EQUITY,PATERSON SOUTHERN SPICE,1,3.13,0,0,0,0,0,0,0,0.61
Paterson Securities Private Ltd INP000005422,EQUITY,Benchmark: NSE NIFTY 500_TOTAL RETURNS INDEX,,4.37,0,0,0,0,0,0,0,4.43
Buglerock Capital Private Limited INP000005430,EQUITY,,,,,,,,,,,
Buglerock Capital Private Limited INP000005430,EQUITY,Core Value Concentrated,170.82,4.17,2.15,7.72,6.27,19.89,16.82,13.91,20.87,15.6
Buglerock Capital Private Limited INP000005430,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,15.97
Buglerock Capital Private Limited INP000005430,EQUITY,Core Value Regular,1206.94,4.5,2.3,7.6,2.29,19.58,17.58,16.01,21.62,17.05
Buglerock Capital Private Limited INP000005430,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,17.18
Buglerock Capital Private Limited INP000005430,EQUITY,Growth Opportunities Portfolio,2.61,4.46,-0.12,8.21,-1.92,10.38,0,0,0,10.43
Buglerock Capital Private Limited INP000005430,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,0,0,0,15.73
Buglerock Capital Private Limited INP000005430,EQUITY,INCA,31.2,0.39,-1.16,9.29,1.55,23.69,0,0,0,21.38
Buglerock Capital Private Limited INP000005430,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,0,0,0,16.98
Buglerock Capital Private Limited INP000005430,EQUITY,Special Situations,103,1.54,0.93,15.87,1.26,19.21,28.11,0,0,31.2
Buglerock Capital Private Limited INP000005430,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,0,0,16.79
Renaissance Investment Managers Private Limited INP000005455,EQUITY,,,,,,,,,,,
Renaissance Investment Managers Private Limited INP000005455,EQUITY,RIMPL ALPHA,84.5162,8.35,5.92,19.77,3.61,29.83,23.13,19.1,23.75,16.46
Renaissance Investment Managers Private Limited INP000005455,EQUITY,Benchmark: NIFTY 50 TR INDEX,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,13.87
Renaissance Investment Managers Private Limited INP000005455,EQUITY,RIMPL INDNEXT,828.35437,3.67,-0.33,4.32,-3.37,21.4,19.53,18.18,34.62,15.56
Renaissance Investment Managers Private Limited INP000005455,EQUITY,Benchmark: NIFTY 50 TR INDEX,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,13.95
Renaissance Investment Managers Private Limited INP000005455,EQUITY,RIMPL LIQUID,36.74582,0.36,1.21,2.49,5.49,5.92,5.98,-22.54,-9.98,-6.35
Renaissance Investment Managers Private Limited INP000005455,EQUITY,Benchmark: CRISIL LIQUID FUND INDEX,,0.6,0.77,1.81,7.21,8.44,-42.13,6.37,5.87,-12.38
Renaissance Investment Managers Private Limited INP000005455,EQUITY,RIMPL MIDCAP,141.77748,3.24,1.07,10.23,-3.61,14.5,16.03,16.78,24.5,12.81
Renaissance Investment Managers Private Limited INP000005455,EQUITY,Benchmark: NIFTY 50 TR INDEX,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,13.62
Renaissance Investment Managers Private Limited INP000005455,EQUITY,RIMPL OPPS,626.45734,3.82,0.92,2.1,0.71,17.1,15.29,13.26,23.5,12.63
Renaissance Investment Managers Private Limited INP000005455,EQUITY,Benchmark: NIFTY 50 TR INDEX,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,13.91
Renaissance Investment Managers Private Limited INP000005455,EQUITY,RIMPL PLATINUM,142.89629,3.16,2.7,5.27,-2.18,17.27,23.32,17.48,0,20.2
Renaissance Investment Managers Private Limited INP000005455,EQUITY,Benchmark: NIFTY 50 TR INDEX,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,0,16.27
Renaissance Investment Managers Private Limited INP000005455,EQUITY,RMPL STERLING,5.45497,0,0,0,0,0,0,0,0,3.83
Renaissance Investment Managers Private Limited INP000005455,EQUITY,Benchmark: NIFTY 50 TR INDEX,,0,0,0,0,0,0,0,0,2.67
Marathon Trends Advisory Private Limited INP000005722,EQUITY,,,,,,,,,,,
Marathon Trends Advisory Private Limited INP000005722,EQUITY,MEGA TRENDS:Multicap-Growth,142.04,5.9,2.86,8.89,-5.24,14.26,15.61,9.17,15.63,10.24
Marathon Trends Advisory Private Limited INP000005722,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.09
Marathon Trends Advisory Private Limited INP000005722,EQUITY,Trend Following - Flexicap Growth,399.26,6.35,3.51,9.07,-4.05,14.77,0,0,0,23
Marathon Trends Advisory Private Limited INP000005722,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,0,0,0,21.64
Marathon Trends Advisory Private Limited INP000005722,EQUITY,Trend Following -Large Cap,0,0,0,0,0,0,0,0,0,-8.85
Marathon Trends Advisory Private Limited INP000005722,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,0,0,0,0,0,7.86
EUREKA PORTFOLIO MANAGEMENT SERVICES PVT LTD INP000005740,EQUITY,,,,,,,,,,,
EUREKA PORTFOLIO MANAGEMENT SERVICES PVT LTD INP000005740,EQUITY,EUREKA SIGNATURE APPRAOCH,62.02,4.97,4.32,10.96,4.39,24.28,23.54,16.25,22.61,10.67
EUREKA PORTFOLIO MANAGEMENT SERVICES PVT LTD INP000005740,EQUITY,Benchmark: S and P BSE 500,,4.2,3.42,7.43,4.13,18.26,14.81,11.6,19.59,12.52
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED INP000005759,EQUITY,,,,,,,,,,,
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED INP000005759,EQUITY,SilverArch India Equity Portfolio,45.88,3.19,-0.28,9.95,-6.71,18.94,21.79,15.22,23.16,12.56
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED INP000005759,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.27
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED INP000005759,EQUITY,SilverArch India Mid and Small Cap Equity Portfolio,0,0,0,0,0,18.49,24.59,16.88,25.65,12.3
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED INP000005759,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.01
Equitree Capital Advisors Private Limited INP000005777,EQUITY,,,,,,,,,,,
Equitree Capital Advisors Private Limited INP000005777,EQUITY,EQUITREE EMERGING OPPORTUNITIES,895.52291,2.1,2.39,14.29,5.23,28.95,37.79,30.95,43.35,8.99
Equitree Capital Advisors Private Limited INP000005777,EQUITY,Benchmark: S and P BSE 500 Total Return Index,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.66
Sharekhan Limited INP000005786,EQUITY,,,,,,,,,,,
Sharekhan Limited INP000005786,EQUITY,Diversified Equity,8.84687,4.08,1.84,6.01,-1.31,13.04,12.65,9.36,15.63,-4.09
Sharekhan Limited INP000005786,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,21.05,15.39
Sharekhan Limited INP000005786,EQUITY,PRIME PICKS,358.16489,4.25,1.07,5.56,0.43,13.22,14.86,10.2,17.59,11.95
Sharekhan Limited INP000005786,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,19.61,16.19,12.99,21.05,14.95
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,,,,,,,,,,,
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,SRE IGNITED IDEAS,20.93,3.18,6.13,27.79,20.15,29.08,30.76,21.95,25.51,14.54
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.64,16.21,13,21.06,14.26
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,SRE INFLECTION IDEAS,9.38,2.05,3.26,13.91,7.87,0,0,0,0,11.61
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,0,0,0,0,18.44
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,SRE LARGE AND MID CAP MOMENTUM PMS,37.72,2.1,1.12,13.68,8.34,23.79,0,0,0,23.5
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.64,0,0,0,19.68
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,SRE PE SHIELD,33.03,2.57,3.51,7.39,1.36,13.1,11.46,8.95,13.18,10.49
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,14.06
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,SRE PLOUTOS FUND,0.85,-1.34,0,0,0,0,0,0,0,1.81
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,Benchmark: BSE 500 TRI,,4.27,0,0,0,0,0,0,0,3.9
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,SRE Small Cap,1.38,4.44,-1.38,8.02,-15.13,0,0,0,0,6.15
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,0,0,0,0,17.41
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,TIGER FUND GROWTH PLUS VALUE STRATEGY,1,0,0,0,0,0,0,0,0,0
SYKES and RAY EQUITIES INDIA LIMITED INP000005795,EQUITY,Benchmark: BSE 500 TRI,,4.27,0,0,0,0,0,0,0,-0.14
Asit C Mehta Investment Interrmediates Limited INP000005801,EQUITY,,,,,,,,,,,
Asit C Mehta Investment Interrmediates Limited INP000005801,EQUITY,Ace 15,4.4,4.18,4.19,12.54,9.42,24.44,20.78,18.56,23.84,13.7
Asit C Mehta Investment Interrmediates Limited INP000005801,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.64,16.21,13,21.06,13.7
Asit C Mehta Investment Interrmediates Limited INP000005801,EQUITY,Ace Midcap,9.59,5.43,0.63,12.79,0.41,29.32,31.12,23.97,29.88,18.85
Asit C Mehta Investment Interrmediates Limited INP000005801,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.64,16.21,13,21.06,13.7
Asit C Mehta Investment Interrmediates Limited INP000005801,EQUITY,Ace Multicap,142.07,3.48,2.17,10.3,2.35,27.69,35.56,26.4,32.78,20.12
Asit C Mehta Investment Interrmediates Limited INP000005801,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.64,16.21,13,21.06,14.18
Avestha Fund Management LLP INP000005810,EQUITY,,,,,,,,,,,
Avestha Fund Management LLP INP000005810,EQUITY,AVESTHA GROWTH,1447.38085,6.44,-3.25,6.76,5.61,18.55,19.96,19.59,27.84,17.31
Avestha Fund Management LLP INP000005810,EQUITY,Benchmark: S and P BSE 500 Total Return Index,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,13.92
Green Lantern Capital LLP INP000005829,EQUITY,,,,,,,,,,,
Green Lantern Capital LLP INP000005829,EQUITY,GLC ALPHA FUND,53.796,3.8,2.28,8.2,2.1,27.9,31.35,25.89,35.15,32.33
Green Lantern Capital LLP INP000005829,EQUITY,Benchmark: S and P BSE 500 Total Return Index,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,17.51
Green Lantern Capital LLP INP000005829,EQUITY,GLC Growth Fund,1216.68977,2.19,-0.07,3.37,0.46,32.39,40.65,34.58,50.07,23.73
Green Lantern Capital LLP INP000005829,EQUITY,Benchmark: S and P BSE 500 Total Return Index,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,14.19
TULSIAN PMS LIMITED INP000005838,EQUITY,,,,,,,,,,,
TULSIAN PMS LIMITED INP000005838,EQUITY,TULSIANMMOP,41.13,0.74,8,10.5,-2,0,0,0,0,4.96
TULSIAN PMS LIMITED INP000005838,EQUITY,Benchmark: S and P BSE 500 TRI,,4.27,3.72,8.33,5.32,0,0,0,0,11.74
TULSIAN PMS LIMITED INP000005838,EQUITY,TULSIANPMS,334.62,3.7,4.86,14,8.95,23.77,21.45,22.49,34.07,0
TULSIAN PMS LIMITED INP000005838,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,0
Capitalmind Financial Services Private Limited INP000005847,EQUITY,,,,,,,,,,,
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Adaptive Momentum,579.4872,1,-0.54,0.27,-13.96,10.24,11.09,7.81,18.27,18.63
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,15
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Aggressive Debt,2.0095,1.54,3.95,7,11.38,10.99,5.84,0,0,6.16
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,0,0,12.53
Capitalmind Financial Services Private Limited INP000005847,EQUITY,All Weather Equity,243.5941,3.21,3.25,9.61,5.68,21.38,18.88,0,0,20.31
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,0,0,16.26
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Capitalmind Resilient,7.1327,0.65,-3.67,-1.59,-13.43,0.83,5.69,4.61,0,4.07
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,0,11.22
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Capitalmind SmartCore,17.4957,3.11,3.52,9.67,0,0,0,0,0,15.45
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,0,0,0,0,0,12.26
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Custom Portfolio 17,0,0,0,0,0,0,0,0,0,0
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,0,0,0,0,0,0,0,0,0
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Custom Portfolio 19,22.5106,3.6,1.52,1.57,7.18,10.58,9.21,0,0,13.79
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,0,0,15.96
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Custom Portfolio 2,1.0855,9.93,17.31,42.74,44.92,43.26,35.86,19.05,22.42,25.51
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,14.17
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Custom Portfolio 22,14.1967,0.52,1.35,2.89,6.72,0,0,0,0,6.52
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,0,0,0,0,16.04
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Custom Portfolio 4,0,0,0,0,0,0,0,0,0,0
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,0,0,0,0,0,0,0,0,0
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Index (Market),225.4679,4.07,4.01,8.45,8.25,23.78,19.15,13.22,19,16.25
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,15
Capitalmind Financial Services Private Limited INP000005847,EQUITY,QuantEdge,73.8877,4.78,0,0,0,0,0,0,0,2.3
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,0,0,0,0,0,0,0,4.98
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Sticker Shock,0.3737,0.99,-3.95,4.46,-1.77,3.62,4.98,2.62,9.68,8.22
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,20.11
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Surge India,845.4011,1.58,0.05,10.37,2.34,25.29,23.58,17.85,25.71,12.75
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: Nifty Total Return Index,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,13.28
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Surge India-NRI,7.01,1.48,-1.15,2.59,0,0,0,0,0,7.03
Capitalmind Financial Services Private Limited INP000005847,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,0,0,0,0,0,10.4
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,,,,,,,,,,,
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Equity Diversified,10.19,5.07,2.1,6.82,4.2,15.09,12.17,17.57,18.27,9.88
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,11.96
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Equity Large Cap Oriented,21.69,3.87,2.88,8.03,5.09,17.51,12.34,9.21,14.82,10.51
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY,,4.51,3.85,5.7,6.27,16.1,12.61,9.84,17.18,8.06
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Long Term Value Portfolio,0,0,0,0,0,0,0,9.86,15.37,13.75
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,12.58
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Mandate - Equity,1377.06,4.4,3.85,6.83,6.08,18.11,15.62,11.74,14.61,15.64
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,14.25
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Open - Enhancer Series - Active Equity Enhancer,51.53,4.34,3.55,6.45,5.13,0,0,0,0,4.93
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,0,0,0,0,8.12
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Open - Enhancer Series - Blended Equity Enhancer,71.68,4.28,3.46,6.27,3.66,0,0,0,0,2.06
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,0,0,0,0,4.16
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Open - Enhancer Series - Dynamic Passive Equity,70.85,4.77,3.58,5.24,2.2,16.97,0,0,0,14.51
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.52,0,0,0,15.02
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Open - Enhancer Series - Passive Equity Enhancer,250.25,4.81,3.66,5.4,2.77,17.03,0,0,0,14.56
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.52,0,0,0,15.02
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Open - Managed Solutions All Equity,124.03,4.27,3.47,5.89,3.43,18.2,15.58,11.91,15.85,12.76
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,15.4
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,360 ONE Open - Managed Solutions Global Equity,9.73,2.38,10.64,29.68,30.71,33.22,26.01,14.23,0,14.96
360 ONE PORTFOLIO MANAGERS LIMITED INP000005874,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,0,11
Pioneer Wealth Management Services Limited INP000005883,EQUITY,,,,,,,,,,,
Pioneer Wealth Management Services Limited INP000005883,EQUITY,PINC AGGRESSIVE FUND,18.1,4.13,1.11,20.38,-3.25,0,0,0,0,-6.19
Pioneer Wealth Management Services Limited INP000005883,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,0,0,0,0,-0.2
Pioneer Wealth Management Services Limited INP000005883,EQUITY,PINC FUTURE FUND,13.99,3.92,1.03,13.96,-0.42,12.84,17.81,14.69,0,14.22
Pioneer Wealth Management Services Limited INP000005883,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.64,16.21,13,0,11.65
QRC Investment Advisors LLP INP000005892,EQUITY,,,,,,,,,,,
QRC Investment Advisors LLP INP000005892,EQUITY,LONG TERM OPPORTUNITIES,81.46448,1.94,0.59,4.86,1.35,13.89,13.09,9.97,19.08,12.71
QRC Investment Advisors LLP INP000005892,EQUITY,Benchmark: S and P BSE 500 Total Return Index,,4.27,3.72,8.33,5.32,19.63,16.2,13,21.06,13.27
DMZ Partners Investment Management LLP INP000005944,EQUITY,,,,,,,,,,,
DMZ Partners Investment Management LLP INP000005944,EQUITY,DMZ PARTNERS INHERITORS STRATEGY,671.05,1.93,9.45,18.67,28.59,26.28,19.88,13.23,23.78,16.95
DMZ Partners Investment Management LLP INP000005944,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,14.46
MEHTA EQUITIES LIMITED INP000005971,EQUITY,,,,,,,,,,,
MEHTA EQUITIES LIMITED INP000005971,EQUITY,FARLAP MEHTA,33.49,4.12,1.91,3.76,0,0,0,0,0,2.84
MEHTA EQUITIES LIMITED INP000005971,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,0,0,0,0,0,7.44
MEHTA EQUITIES LIMITED INP000005971,EQUITY,Mehta Multi Focus Strategy,211.97,6.76,5.57,15.09,3.78,18.58,19.87,17.09,27.14,16.4
MEHTA EQUITIES LIMITED INP000005971,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,13.87
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,,,,,,,,,,,
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,DIVIDEND YIELD FUND,24.22,3.2523,8.54939,18.26026,11.75509,26.16043,34.205,26.96283,35.36437,31.46743
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,Benchmark: BSE 500 Total Return Index,,4.27386,3.71927,8.32865,5.32493,19.64081,16.20743,13.00396,21.05801,17.41083
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,FUND OF FUNDS,52.69,6.13927,10.36971,25.91318,3.73482,26.75048,27.56713,22.40968,29.48464,19.81732
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,Benchmark: BSE 500 Total Return Index,,4.27386,3.71927,8.32865,5.32493,19.64081,16.20743,13.00396,21.05801,17.21294
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,GREEN PORTFOLIO SPECIAL,331.98,3.90432,1.84007,13.88739,-1.32312,19.26301,18.97174,16.04927,27.63587,23.50683
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,Benchmark: BSE 500 Total Return Index,,4.27386,3.71927,8.32865,5.32493,19.64081,16.20743,13.00396,21.05801,14.78145
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,MNC ADVANTAGE FUND,12.48,-2.21391,-4.77122,15.13533,-0.11528,17.61751,20.22971,19.07203,28.587,23.68308
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,Benchmark: BSE 500 Total Return Index,,4.27386,3.71927,8.32865,5.32493,19.64081,16.20743,13.00396,21.05801,17.41083
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,SUPER 30 DYNAMIC FUND,225.32,2.50926,3.92976,14.52318,-5.19471,18.01867,26.52128,22.1036,41.79059,28.30556
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,Benchmark: BSE 500 Total Return Index,,4.27386,3.71927,8.32865,5.32493,19.64081,16.20743,13.00396,21.05801,18.69613
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,THE GREEN ETHICAL FUND,26.05,3.00366,0.13689,10.08561,0.9765,0,0,0,0,3.55668
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,Benchmark: BSE 500 Total Return Index,,4.27386,3.71927,8.32865,5.32493,0,0,0,0,4.56411
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,The Impact ESG Fund,3.98,1.04662,-0.86206,7.77523,-10.18249,21.86177,27.5495,0,0,26.87817
GREEN PORTFOLIO PRIVATE LIMITED INP000006022,EQUITY,Benchmark: BSE 500 Total Return Index,,4.27386,3.71927,8.32865,5.32493,19.64081,16.20743,0,0,15.24679
Fort Capital Investment Advisory Private Limited INP000006031,EQUITY,,,,,,,,,,,
Fort Capital Investment Advisory Private Limited INP000006031,EQUITY,FORT DYNAMIC,177.12,5.71,7.4,16.17,13.54,0,0,0,0,24.89
Fort Capital Investment Advisory Private Limited INP000006031,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,0,0,0,0,11.26
Fort Capital Investment Advisory Private Limited INP000006031,EQUITY,Fort Value,12.46,1.72,-1.16,15.58,-3.19,12.1,12.65,14.54,27.57,15.24
Fort Capital Investment Advisory Private Limited INP000006031,EQUITY,Benchmark: BSE 500 TRI,,4.27,3.72,8.33,5.32,19.64,16.21,13,21.06,14.27
Chanakya Capital Services Private Limited INP000006040,EQUITY,,,,,,,,,,,
Chanakya Capital Services Private Limited INP000006040,EQUITY,CHANAKYA CAPITAL SERVICES PVT LTD,311.31916,6.79,6.59,13.86,11.36,20.82,21.2,19.04,27.78,16.57
Chanakya Capital Services Private Limited INP000006040,EQUITY,Benchmark: Nifty 50 TRI,,4.62,4.15,6.69,7.59,17.52,13.91,11.17,18.59,13.23
T.RAM FINANCIAL SERVICES PRIVATE LIMITED INP000006068,EQUITY,,,,,,,,,,,
T.RAM FINANCIAL SERVICES PRIVATE LIMITED INP000006068,EQUITY,Bluechip,249.932,2.99,4.2,6.31,1.95,13.53,13,9.41,15.4,11.02
T.RAM FINANCIAL SERVICES PRIVATE LIMITED INP000006068,EQUITY,Benchmark: NIFTY 50 TRI,,4.62,4.15,6.69,7.59,17.53,13.91,11.17,18.58,13.28
Agreya Capital Advisors LLP INP000006077,EQUITY,,,,,,,,,,,
